characters_araber;Araber
spokentexts_a19_dach_schornstein_ex_1_st_1;Froid. Je serais étonné s'ils avaient besoin de l'utiliser avec ce climat.
spokentexts_a19_dach_schornstein_ex_2_st_1;Rien qui ne sorte de l'ordinaire. Encore que, qu'est-ce que c'est ? 
sequences_a19_dach_schornstein_ex_2#2;[The Arab has discovered something on the stone wall and touches it.]
spokentexts_a19_dach_schornstein_ex_2_st_2;Quelqu'un a gravé un triangle sur la pierre. Qu'est-ce que cela pourrait signifier ?
sequences_a19_dach_schornstein_ex_2#4;[The Arab pushes the bricks, trying to pull it with both hands from the wall..]
spokentexts_a19_dach_schornstein_ex_2_st_3;Ca refuse de bouger.
spokentexts_a19_dach_schornstein_ex_3_st_1;Spéculer ne va pas me faire avancer.
spokentexts_a19_dach_schornstein_ex_3_st_2;Il me faut les plans de Monsieur X. Selon Inch, ils devraient m'indiquer les passages secrets au sein du bâtiment et, espérons, la façon d'y accéder.
spokentexts_a19_dach_schornstein_ex_4_st_1;Hmm... Le passage secret est par ici d'après les plans.
spokentexts_a19_dach_schornstein_ex_4_st_2;Tout comme le triangle gravé sur la pierre...
sequences_a19_dach_schornstein_ex_4#5;[Next in Closeup of the chimney.]
sequences_a19_dach_schornstein_ex_5#1;[Next in Closeup of the chimney.]
sequences_a19_dach_seq_a19_dach_geheimtuer_geoeffnet#0;[The Arab takes a step back. A click is heard and the secret door opens a gap.]
spokentexts_a19_dach_seq_a19_dach_geheimtuer_geoeffnet_st_1;C'est parti.
spokentexts_a19_dach_seq_a19_dach_geheimtuer_geoeffnet_st_2;Les chiffres sont écrits de droite à gauche ! Dans cette partie du monde on lit de droite à gauche.
texts_a19_dach_kamin_ausgang_dach_mo_leave_1;Retour
sequences_a19_dach_kamin_ausgang_dach_leave_1#1;[Next on the roof.]
texts_a19_dach_kamin_dreick_mo_ex_1;Examiner le symbole
spokentexts_a19_dach_kamin_dreick_ex_1_st_1;C'ets le même triangle que sur les plans.
spokentexts_a19_dach_kamin_dreick_ex_1_st_2;Les chiffres 3, 6 et 2 sont écrits à côté. Je ne peux rien lire d'autre.
texts_a19_dach_kamin_falscher_stein_mo_use_1a__1b__1c;Appuyer sur la pierre
spokentexts_a19_dach_kamin_falscher_stein_use_1a_st_1;Hmm. Non.
spokentexts_a19_dach_kamin_falscher_stein_use_1b_st_1;Rien.
spokentexts_a19_dach_kamin_falscher_stein_use_1c_st_1;Il ne se passe rien.
texts_a19_dach_kamin_richtiger_stein1_mo_use_1;Appuyer sur la pierre
texts_a19_dach_kamin_richtiger_stein1_mo_use_2;Tirer la pierre
spokentexts_a19_dach_kamin_richtiger_stein1_use_1_st_1;Peut être celle-ci...
sequences_a19_dach_kamin_richtiger_stein1_use_1#4;[The stone is being pushed a little into the wall.]
spokentexts_a19_dach_kamin_richtiger_stein1_use_1_st_2_direction;pleased
spokentexts_a19_dach_kamin_richtiger_stein1_use_1_st_2;Aha !
sequences_a19_dach_kamin_richtiger_stein1_use_2#1;[The stone is drawn back into the original position.]
texts_a19_dach_kamin_richtiger_stein2_mo_use_1;Appuyer sur la pierre
texts_a19_dach_kamin_richtiger_stein2_mo_use_2;Tirer la pierre
sequences_a19_dach_kamin_richtiger_stein2_use_1#1;[The stone is being pushed a little into the wall.]
spokentexts_a19_dach_kamin_richtiger_stein2_use_1_st_1_direction;pleased
spokentexts_a19_dach_kamin_richtiger_stein2_use_1_st_1;Très bien !
sequences_a19_dach_kamin_richtiger_stein2_use_2#1;[The stone is drawn back into the original position.]
texts_a19_dach_kamin_richtiger_stein3_mo_use_1;Appuyer sur la pierre
texts_a19_dach_kamin_richtiger_stein3_mo_use_2;Tirer la pierre
sequences_a19_dach_kamin_richtiger_stein3_use_1#1;[The stone is being pushed a little into the wall.]
spokentexts_a19_dach_kamin_richtiger_stein3_use_1_st_1_direction;pleased
spokentexts_a19_dach_kamin_richtiger_stein3_use_1_st_1;Aha !
sequences_a19_dach_kamin_richtiger_stein3_use_2#1;[The stone is drawn back into the original position.]
spokentexts_a19_dach_kamin_seq__a19_dach_kamin_falsche_kombination_st_1;Hmm. Étrange. Peut être que l'ordre est faux ?
texts_a19_eingangsbereich_ausgang_aussen_mo_leave_1;Aller dehors
texts_a19_eingangsbereich_ausgang_haupthalle_mo_leave_1;Aller dans le hall principal
texts_a19_eingangsbereich_charakter_geiger_mo_ex_1__2;Examiner le violoniste
spokentexts_a19_eingangsbereich_charakter_geiger_ex_1_st_1;Je vais le garder à l'oeil. Quand ma petite amie est dans les parages en tout cas.
spokentexts_a19_eingangsbereich_charakter_geiger_ex_2_st_1;Il voyage à travers le monde, fait des concerts ici et là. Quelle vie charmante !
texts_a19_eingangsbereich_charakter_pflegerin_mo_ex_1__2;Examiner la femme
spokentexts_a19_eingangsbereich_charakter_pflegerin_ex_1_st_1;La compagne de l'auteur. Elle semble attendre quelque chose.
spokentexts_a19_eingangsbereich_charakter_pflegerin_ex_2_st_1;Peut être qu'elle attend le coffre elle aussi ? Hmm. Je ne pensais pas qu'elle serait autant intéressé par le joyau.
texts_a19_eingangsbereich_schatzkammer_mo_ex_1a__1b__2;Examiner la salle au trésor
spokentexts_a19_eingangsbereich_schatzkammer_ex_1a_st_1;L'Oeil n'a pas encore pris sa place dans la salle au trésor.
spokentexts_a19_eingangsbereich_schatzkammer_ex_1a_st_2;Mieux vaut ne pas me montrer là bas.
spokentexts_a19_eingangsbereich_schatzkammer_ex_1a_st_3;La pièce est sous vidéo-surveillance.
spokentexts_a19_eingangsbereich_schatzkammer_ex_1b_st_1;Je me demande quels accès les plans de Monsieur X vont révéler. Je pense qu'Inch les a payés cher, il avait vraiment l'air d'en attendre beaucoup.
spokentexts_a19_eingangsbereich_schatzkammer_ex_2_st_1;Les plans montrent une cave située directement sous la salle au trésor.
spokentexts_a19_eingangsbereich_schatzkammer_ex_2_st_2;Pourquoi Inch veut-il entrer à l'intérieur ? Et comment atteindra-t-il la salle au trésor ensuite ?
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig#0;[The ball tumbles through the big door to the guard room. Moments later, the dog runs behind yapping at full speed.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig#1;[The dog is no longer visible on the floor of the station but the reaction of the guard is unique. He nearly falls off his chair, so scared is he.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig_st_1_direction;scared
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig_st_1;Arrhhh !
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig_st_2_direction;angry
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig_st_2;Que fais-tu ?
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig#4;[The guard jumps up, then dives like he was trying to catch the dog.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig_st_3_direction;angry
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig_st_3;Viens ici... toi ... argh !
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig#6;[The guard turns a few times, can not grab the little dog.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig#7;[Then the dog runs with the ball into the door to the outside. The guard makes a few steps menacingly behind him.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig_st_4;Ne reviens pas, sac à puces ! La prochaine fois je te tordrai le coup, même si ça me coûte mon boulot !
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig#9;[The guard calms himself, looks around, if no one has seen his inappropriate outburst.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_ball_erstmalig#10;[Then he turns around and goes back to the guard room.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_keine_verkleidung_kein_eintrag#0;[The Arab is coming into the museum, looks around and takes a few steps into the hall.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_keine_verkleidung_kein_eintrag#1;[Cut to the museum guard in the guard room.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_keine_verkleidung_kein_eintrag#2;[The guard reads newspaper. He looks bored in the newspaper as the Arab comes in.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_keine_verkleidung_kein_eintrag_st_1;Le musée est fermé aujourd'hui. Revenez demain.
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_keine_verkleidung_kein_eintrag#4;[The guard looks back at the paper.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_keine_verkleidung_kein_eintrag#5;[The Arab goes to the switch. The conversation between Arab and the guard starts.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#0;[The Arab is coming into the museum, looks around and takes a few steps into the hall.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#1;[Cut to the museum guard in the guard room.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#2;[The guard reads newspaper. He looks bored in the newspaper as the Arab comes in.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_1;N'êtes-vous pas déjà venu ?
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_2;J'ai parlé à mon patron une nouvelle fois. Il a dit que nous DEVIONS être sur la liste.
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#6;[The guard takes annoyed the clipboard, looks on it casually. Actually, he wants to make one point clear.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_3;Votre patron peut venir et voir par lui-même... Il n'y a pas...
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_4;Hamid...
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_5;Hmm ?
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_6_direction;clears throat
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_6;Hrrm.
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_7_direction;embarrassed
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_7;L'écriture de mon collègue...
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_8_direction;embarrassed
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_8;Complètement illisible...
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#13;[The guard puts down the clipboard.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_kein_eintrag_st_2;Ou... Êtes-vous un des ouvriers ?
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_11;Tout à fait.
spokentexts_wache_top_a19_wache_handwerker_ja_tseq_st_2;Très bien.
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#19;[The guard picks up the clipboard. He focused the cap of the Arab, trying to read the writing. Then he looks through the list.]
spokentexts_wache_top_a19_wache_handwerker_ja_tseq_st_3_direction;reads
spokentexts_wache_top_a19_wache_handwerker_ja_tseq_st_3;Hamid... Hamid... Hamid...
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_14;Ah, oui. Ici.
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#22;[The guard pulls out a visitor's pass, places it on the counter.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_15;Voilà. Mettez ça.
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#24;[The guard begins to read again.]
