characters_araber;Araber
spokentexts_a16_hinterdeck_liegestuhl_used_mit_handtuch_st_1;"Je n'aime pas les gens qui se ""réserve"" des chaises longues avec des serviettes !"
spokentexts_a16_hinterdeck_liegestuhl_used_mit_handtuch_st_2;J'ai entendu dire que certains se levaient exprès plus tôt. Voilà des vacances !
texts_a16_kabine_baronin_badetuch_mo_leave_1;Quitter la cabine
sequences_a16_kabine_baronin_badetuch_leave_1#1;[The young woman gracefully lowers herself down the towel.]
texts_a16_kabine_baronin_bett_mo_ex_1;Examiner le lit
spokentexts_a16_kabine_baronin_bett_ex_1_st_1;C'était peut-être un stewart qui a vérifié si tout était prêt pour la nuit de la baronne ?
spokentexts_a16_kabine_baronin_bett_ex_1_st_2;Qui que ce soit, je devrais partir au plus vite avant que quelqu'un ne revienne !
texts_a16_kabine_baronin_fotos_mo_ex_1__2;Regarder les photos
spokentexts_a16_kabine_baronin_fotos_ex_1_st_1;C'est comme si elle était à la recherche d'une photo spécifique et qu'elle l'avait trouvée.
spokentexts_a16_kabine_baronin_fotos_ex_1_st_2;"""Jakob Aust ! Maintenant, je vous tiens"", qu'elle disait."
spokentexts_a16_kabine_baronin_fotos_ex_1_st_3;Nous avons mis la main sur la liste des passagers... Mais je ne reconnais pas ce nom.
spokentexts_a16_kabine_baronin_fotos_ex_2_st_1;Des centaines de photos en noir et blanc. Beaucoup d'entre elles jaunies. Elles datent des années vingt et trente, j'imagine.
spokentexts_a16_kabine_baronin_fotos_ex_2_st_2;Je n'ai pas le temps de m'attarder là-dessus.
texts_a16_kabine_baronin_gepaeck_mo_ex_1;Examiner les bagages
texts_a16_kabine_baronin_gepaeck_mo_ex_2;Fouiller les bagages
spokentexts_a16_kabine_baronin_gepaeck_ex_1_st_1;Il beaucoup de cachettes pour un bijou.
spokentexts_a16_kabine_baronin_gepaeck_ex_1_st_2;"Mais Inch a dit quelque chose sur une ""combinaison"". Cela donne l'impression d'un compartiment caché. Elle n'aurait pas quelque chose comme ça dans une valise."
spokentexts_a16_kabine_baronin_gepaeck_ex_2_st_1;Heureusement, je n'aurais pas à fouiller toutes ces valises.
spokentexts_a16_kabine_baronin_gepaeck_ex_2_st_2;Inch voyage avec cette femme à travers l'Europe depuis des mois. Je me sens presque triste pour lui. Presque.
texts_a16_kabine_baronin_handtasche_mo_ex_1__2;Fouiller dans le sac à main
spokentexts_a16_kabine_baronin_handtasche_ex_1_st_1;Non. La Baronne et Inch ne travaillent pas pareil. Il n'aurait jamais caché le bijou dans son sac à main.
spokentexts_a16_kabine_baronin_handtasche_ex_2_st_1;Je suis ici pour voler l'un des joyaux les plus précieux du monde, pas pour piquer le contenu d'un sac à main !
texts_a16_kabine_baronin_kleiderpuppe_mo_ex_1__2;Examiner le mannequin
spokentexts_a16_kabine_baronin_kleiderpuppe_ex_1_st_1;Le mannequin pourrait probablement porter mes vêtements. Mais il aurait disparu sous les vêtements de la baronne.
spokentexts_a16_kabine_baronin_kleiderpuppe_ex_2_st_1;Enfant, je suis souvent restée debout devant les vitrines, essayant de rester aussi immobile que les mannequins.
spokentexts_a16_kabine_baronin_kleiderpuppe_ex_2_st_2;Quand je m'ennuyer je prétendais que l'un des mannequins avait cligné des yeux pour me déclarer gagnante.
texts_a16_kabine_baronin_reiseschrank_mo_use_1__2;Ouvrir la malle de voyage
spokentexts_a16_kabine_baronin_reiseschrank_ex_1_st_1;Une malle de voyage géante... Peut-être que le bijou est à l'intérieur ?
spokentexts_a16_kabine_baronin_reiseschrank_ex_2_st_1;Inch doit avoir trouvé le compartiment secret et il savait que la Baronne ne s'en servait pas.
sequences_a16_kabine_baronin_reiseschrank_use_1#1;[The young woman opens the clasp of the portable cupboard and unfolds it.]
spokentexts_a16_kabine_baronin_reiseschrank_use_1_st_1_direction;sarcastically
spokentexts_a16_kabine_baronin_reiseschrank_use_1_st_1;Impressionnant ! Pour boire un verre en vitesse.
sequences_a16_kabine_baronin_reiseschrank_use_2#1;[The young woman opens the clasp of the portable cupboard and unfolds it.]
texts_a16_kabine_baronin_schrank_mo_ex_1;Fouiller la malle de voyage
texts_a16_kabine_baronin_schrank_mo_ex_2;Examiner la malle de voyage
spokentexts_a16_kabine_baronin_schrank_ex_1_st_1_direction;Thoughtfully
spokentexts_a16_kabine_baronin_schrank_ex_1_st_1;Non...
spokentexts_a16_kabine_baronin_schrank_ex_1_st_2;Inch a dit qu'il cachait l'oeil dans les bagages de la Baronne. Ce qui est logique.
spokentexts_a16_kabine_baronin_schrank_ex_1_st_3;Il ne peut pas être sûr qu'il aura la possibilité de le cacher à nouveau lorsque nous serons au Caire.
spokentexts_a16_kabine_baronin_schrank_ex_1_st_4;Je suis certaine que l'oeil est dans les bagages de la baronne.
sequences_a16_kabine_baronin_schrank_ex_2#1;[The woman opens the cupboard, sees the audiotape.]
spokentexts_a16_kabine_baronin_schrank_ex_2_st_1;Qu'est-ce que cela veut dire ?
sequences_a16_kabine_baronin_schrank_ex_2#3;[The young woman looks around.]
spokentexts_a16_kabine_baronin_schrank_ex_2_st_2;Je n'aime pas ça.
spokentexts_a16_kabine_baronin_schrank_ex_2_st_3;Est-ce que quelqu'un d'autre est aussi après l'oeil ?
sequences_a16_kabine_baronin_schrank_ex_2#6;[The young woman turns back.]
spokentexts_a16_kabine_baronin_schrank_ex_2_st_4;Mais même si c'est le cas... Qu'est-ce que cette bande sonore a à voir avec ça ?
sequences_a16_kabine_baronin_schrank_ex_2#8;[The woman closes the cupboard.]
spokentexts_a16_kabine_baronin_schrank_ex_2_st_5_direction;pulls herself together, bolsters herself up
spokentexts_a16_kabine_baronin_schrank_ex_2_st_5;Je ne dois pas me laisser distraire. Je du travail à faire !
texts_a16_kabine_baronin_schreibblock_mo_bertrachten_1__2;Examiner le bloc-note
spokentexts_a16_kabine_baronin_schreibblock_ex_1_st_1;La baronne a écrit quelque chose et elle a prit le bout de papier avec elle... Ce n'est probablement pas important.
texts_a16_kabine_baronin_sonnenblumenbild_mo_ex_1;Examiner la peinture
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_1;Même Adil ne pourrait croire que cette peinture est un original.
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_2;Il était intéressé par l'art quand nous nous sommes rencontrés, mais pour lui, tout est une question de contenu, pas de technique.
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_3;J'avais du pain sur la planche pour lui apprendre à se concentrer sur le trait, le matériau et la signature de l'artiste.
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_4;C'est la seule façon de distinguer un original d'un faux.
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_5;"""Je me fiche de qui l'a peint tant qu'il me parle"", qu'il me disait."
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_6;Une perspective qu'en tant que voleuse d'art, je ne peux pas partager - mais il est charmant quand même.
texts_a16_kabine_baronin_stuhl_mo_use_1;Faire glisser la chaise sous l'ouverture
spokentexts_a16_kabine_baronin_stuhl_ex_1_st_1;Une chaise démodée pour une dame démodée.
sequences_a16_kabine_baronin_stuhl_use_1#1;[The young woman pushes the chair under the vent of the funnel.]
sequences_a16_kabine_baronin_stuhl_use_1#2;[Then she climbs on to the chair, pulls down one end of the bath towel, so it is hanging there like before.]
sequences_a16_kabine_baronin_stuhl_use_1#3;[The young woman gets off the chair and pushes it back where it stood before.]
texts_a16_kabine_baronin_tuer_mo_bertrachten_1;Examiner la porte
texts_a16_kabine_baronin_tuer_mo_leave_1;Quitter la cabine
spokentexts_a16_kabine_baronin_tuer_ex_1_st_1;Je préfère verrouiller la porte. Quelqu'un pourrait venir et me surprendre à tout moment.
spokentexts_a16_kabine_baronin_tuer_ex_1_st_2;Mais il est important de ne pas laisser de trace. Inch ne doit absolument pas savoir à propos de nous deux.
spokentexts_a16_kabine_baronin_tuer_ex_1_st_3;Je dois me dépêcher.
spokentexts_a16_kabine_baronin_tuer_leave_1_st_1;Non, je ferais mieux de sortir de la cabine comme j'y suis entré. Quelqu'un pourrait me voir si je sors par la porte.
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#0;[The young woman reaches for the towel. Suddenly she hears a noise at the door. It opens!]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#1;[The woman quickly throws the towel back into the funnel and disappears under the bed only a few seconds later.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#2;[Cut to the sheet under the bed. The young woman lays frightened on the floor and looks out from under the bed.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#3;[Somebody comes closer. Shoes appear in the picture. You can hear how the cover is unfolded. The man is busy with something, then he puts the cover back.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#4;[He heads to the cupboard and disappears from view.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#5;[Cut to the young woman.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#6;[She dares to move slightly forward and look in the man's direction. You can hear how he opens the cupboard and places the audiotape in it.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#7;[The man has finished, the woman crawls back deeper under the bed]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#8;[Cut to the previous shot, the camera is under the bed and looks out from under the bed.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#9;[The feet pass the bed, then they stop. The man seems to look around, thinking about whether he forgot anything.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#10;[Then he is content and walks to the entrance of the cabin. You can hear the door opening and then closing, everything is quiet again.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#11;[The woman crawls out of her hiding place and stands up.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt_st_1;C'était moins une.
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_betreten#0;[You see the end of the animation in which the young woman gracefully climbs down the bath towel.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken#0;[The young woman slides back into the cabin. She heads to the cupboard and glances at the bed. She finds the baroness' corpse covered in blood.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_1_direction;shocked outcry
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_1;Ahhh !
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_2_direction;quietly to herself
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_2;Oh mon Dieu !
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken#3;[Knocking on the door.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_3;Baronne von Trebitz ? Vous allez bien ?
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken#5;[The woman whirls to the door, pauses for a second, has to prevent herself from taking the jewel, then finally climbs up the bath towel.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_4;Hé ho ? Baronne ?
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken#7;[The carer tries to open the door, rattles.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_5;Hé ho ?
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_reiseschrank_ende#0;[The young woman closes the portable cupboard, so it stands there just as before.]
texts_a16_kabine_baronin_geheimfach_ausgang_mo_leave;Finish the investigation
spokentexts_a16_kabine_baronin_geheimfach_ausgang_leave_1_st_1;Très bien... Alors je devrais... Attendez ! Qu'est-ce que c'est ? Une note !
texts_a16_kabine_baronin_geheimfach_mechanismus_mo_ex_1__2__3;Examiner le mécanisme
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_1_st_1;Pour moi, cela ressemble à une serrure à combinaison. Et de bonne qualité.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_1_st_2;La porte ne s'ouvre que lorsque les bons symboles sont en place.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_2_st_1;Il y a des animaux. Un chien, un chat, un ours et un coq, entre autres.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_2_st_2;Huit symboles par cylindre. Cela signifie plus de quatre mille combinaisons possibles.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_3_st_1;Si seulement je connaissais trois des quatre symboles, je pourrais facilement deviner le dernier.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_3_st_2;Mais tant que je ne connaitrais pas au moins trois d'entre eux, je ne pourrais pas aller plus loin.
texts_a16_kabine_baronin_geheimfach_tuer_mo_ex_1__2;Examiner la porte
spokentexts_a16_kabine_baronin_geheimfach_tuer_ex_1_st_1;Je parierai que l'oeil du Sphinx est derrière cette porte.
spokentexts_a16_kabine_baronin_geheimfach_tuer_ex_1_st_2;Je ne crois pas que quiconque puisse parier contre ça.
spokentexts_a16_kabine_baronin_geheimfach_tuer_ex_2_st_1;La porte est verrouillée. Je dois trouver la bonne combinaison pour l'ouvrir.
texts_a16_kabine_baronin_geheimfach_zettel_mo_ex_1__2;Examiner le feuillet
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_1;Hmm...
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_2_direction;reads out loud
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_2;Nefertiti, Guernica, AD, Buonarroti Adam...
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_3;Ça pourrait être un aide-mémoire pour la baronne. Et ça expliquerait comment Inch a découvert la combinaison.
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_4;Je vais recopier ces indices.
sequences_a16_kabine_baronin_geheimfach_zettel_ex_1#5;[The prompts are written in the quest log.]
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_5;Hmm. A première vue, je dois utiliser ces indices pour trouver trois des symboles. Ensuite, je pourrais deviner le quatrième.
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_6_direction;a bit puzzled
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_6;Bien. Nefertiti était une reine d'Égypte. Le monogramme et les deux autres indices ne sont guère utiles...
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_2_st_1;J'ai recopié les indices dans mon journal.
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_2_st_2;Peut-être que des personnes à bord pourraient m'aider à comprendre au moins trois des quatre symboles.
texts_a16_kabine_baronin_luefungsschacht_luke_mo_use_1__2;Entrer dans la cabine
spokentexts_a16_kabine_baronin_luefungsschacht_luke_use_1_st_1;Je pourrais facilement me laisser glisser dans la cabine.
spokentexts_a16_kabine_baronin_luefungsschacht_luke_use_1_st_2;Mais comment pourrais-je en ressortir ? Je veux dire, sans mettre une chaise ou quelque chose comme ça sous l'entrée et sans laisser de traces ?
spokentexts_a16_kabine_baronin_luefungsschacht_luke_use_1_st_3;J'ai d'abord besoin de trouver un moyen pour remonter par la ventilation.
sequences_a16_kabine_baronin_luefungsschacht_luke_use_1#5;[The woman begins to push herself back through the funnel.]
spokentexts_a16_kabine_baronin_luefungsschacht_luke_use_2_st_1;OK. Je vais poser le mât en travers de l'ouverture et utiliser la serviette pour descendre. Je pourrais sortir de la même manière !
sequences_a16_kabine_baronin_luefungsschacht_luke_use_2#2;[Cut to the cabin (you can see the funnel).]
sequences_a16_kabine_baronin_luefungsschacht_luke_use_2#3;[The hatch is removed and disappears into the funnel. Then a bath towel is lowered down into the cabin.]
sequences_a16_kabine_baronin_luefungsschacht_luke_use_2#4;[The young woman gracefully lowers herself down the bath towel .]
sequences_a16_kabine_baronin_luefungsschacht_luke_use_2#5;[Shot to the normal cabin view, the player takes control.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#0;[The young woman pulls herself forward in the funnel and looks through a grid in the bottom of the funnel into the cabin (Idle).]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#1;[Cut to the cabin. In this shot you see some things from the cabin but also the baroness and the grid.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#2;[The baroness knees on the floor and is furiously searching for a picture.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#3;[Cut to the normal cabin-shot.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#4;[The baroness finds a picture that she was obviously searching for. She freezes..
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_1_direction;in satisfaction
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_1;Jakob Aust !
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#6;[The baroness takes the picture, stands up and spins gleefully on the spot!]
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_2_direction;Triumphantly
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_2;Je vous ai finalement coincée !
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#8;[She places the photo on a table, takes a glass bottle, pours herself a sip and downs it. She is thinking about something and still has the glass in her hand (Idle).]
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_3_direction;Thinking gloomy thoughts
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_3;Je vais vous faire arrêter et justice sera faite.
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#10;[She put the glass decidedly back on the table. Then she goes to the door and pulls it open (Idle).]
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_4_direction;muted from outside
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_4;Puis-je vous aider, madame ?
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_5_direction;in a good mood
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_5;Vous pouvez surtout me ficher la paix !
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_7;Dois-je ranger, madame?
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_8;Non, c'est l'heure de faire la fête !
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#16;[The baroness leaves the cabin and closes the door.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#17;[Suddenly it's dark and quiet. Cut back into the funnel after about 2 sec.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#18;[From now on the butler is nowhere to be seen.]
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_9_direction;whispering
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_9;Excellent. La voie est libre.
texts_a16_kabine_baronin_reiseschrank_ausgang_mo_leave;Arrêter les investigations
texts_a16_kabine_baronin_reiseschrank_flaschen_mo_ex_1__2;Examiner les bouteilles
spokentexts_a16_kabine_baronin_reiseschrank_flaschen_ex_1_st_1;Gin, whisky, liqueur, sherry, vodka, brandy et champagne. Chaque bouteille est au moins à moitié vide.
spokentexts_a16_kabine_baronin_reiseschrank_flaschen_ex_2_st_1;Je me demande ce que fuit la baronne. La solitude ? Une déception ? Un chagrin ?
texts_a16_kabine_baronin_reiseschrank_glaeser_mo_ex_1;Examiner les verres
spokentexts_a16_kabine_baronin_reiseschrank_glaeser_ex_1_st_1;Un verre pour chaque occasion. Mais la plupart semblent plus ou moins utilisé.
spokentexts_a16_kabine_baronin_reiseschrank_glaeser_ex_1_st_2;La baronne oublie probablement tout style et étiquette quand elle boit seule et utilise simplement le même verre.
texts_a16_kabine_baronin_reiseschrank_lederriemen_mo_ex_1;Examiner lanière de cuir
texts_a16_kabine_baronin_reiseschrank_lederriemen_mo_use_1;Ouvrir le compartiment secret
spokentexts_a16_kabine_baronin_reiseschrank_lederriemen_ex_1_st_1;Qu'est-ce que c'est ?
spokentexts_a16_kabine_baronin_reiseschrank_lederriemen_ex_1_st_2;Une petite lanière de cuir ?
sequences_a16_kabine_baronin_reiseschrank_lederriemen_ex_1#3;[The woman carefully pulls the strap. Because of that a drawer with 2-3 bottles moves aside. Behind it appears the secret drawer.]
spokentexts_a16_kabine_baronin_reiseschrank_lederriemen_ex_1_st_3_direction;is happy to have found something
spokentexts_a16_kabine_baronin_reiseschrank_lederriemen_ex_1_st_3;Ah ah !
sequences_a16_kabine_baronin_reiseschrank_lederriemen_ex_1#5;[Cut to the close-up secret drawer.]
sequences_a16_kabine_baronin_reiseschrank_lederriemen_use_1#1;[The woman carefully pulls the strap. Because of that a drawer with 2-3 bottles moves aside. Behind it appears the secret drawer.]
sequences_a16_kabine_baronin_reiseschrank_lederriemen_use_1#2;[Cut to the close-up secret drawer.]
texts_a16_kabine_baronin_reiseschrank_schublade1_mo_ex_1;Fouiller le tiroir
sequences_a16_kabine_baronin_reiseschrank_schublade1_ex_1#1;[The drawer opens.]
spokentexts_a16_kabine_baronin_reiseschrank_schublade1_ex_1_st_1;Des serviettes, mais pas de bijou.
spokentexts_a16_kabine_baronin_reiseschrank_schublade1_ex_1_st_2;Des serviettes... Rien d'utile.
sequences_a16_kabine_baronin_reiseschrank_schublade1_ex_1#3;[The drawer closes.]
texts_a16_kabine_baronin_reiseschrank_schublade2_mo_ex_1;Fouiller le tiroir
sequences_a16_kabine_baronin_reiseschrank_schublade2_ex_1#1;[The drawer opens.]
spokentexts_a16_kabine_baronin_reiseschrank_schublade2_ex_1_st_1;Tire-bouchon, décapsuleur, dessous de verre... Rien d'autre.
spokentexts_a16_kabine_baronin_reiseschrank_schublade2_ex_1_st_2;Tire-bouchon, décapsuleur, dessous de verre ... Je ne peux rien utiliser.
sequences_a16_kabine_baronin_reiseschrank_schublade2_ex_1#3;[The drawer closes.]
texts_a16_kabine_baronin_reiseschrank_tuer_mo_ex_1;Fouiller l'étagère
sequences_a16_kabine_baronin_reiseschrank_tuer_ex_1#1;[The door opens.]
spokentexts_a16_kabine_baronin_reiseschrank_tuer_ex_1_st_1;Hmm. Des bouteilles. Pleines de bonnes choses.
sequences_a16_kabine_baronin_reiseschrank_tuer_ex_1#3;[The door closes.]
sequences_a16_kabine_baronin_reiseschrank_seq_a16_kabine_baronin_reiseschrank_geheimfach_ende#0;[The secret drawer closes.]
texts_a16_kabine_frau_ausgang_mo_leave_1;Quitter la cabine
sequences_a16_kabine_frau_ausgang_leave_1#1;[The woman leaves the cabin.]
texts_a16_kabine_frau_badezimmer_mo_ex_1__2;Examiner la salle de bain
texts_a16_kabine_frau_badezimmer_mo_talk_mit_1__2;Parler à Adil
spokentexts_a16_kabine_frau_badezimmer_ex_1_st_1;Nous avons réservé cette cabine car elle bien située. Utile pour s'échapper en douce à chaque fois que nous avons besoin.
spokentexts_a16_kabine_frau_badezimmer_ex_1_st_2_direction;she lies
spokentexts_a16_kabine_frau_badezimmer_ex_1_st_2;Bien sûr, le fait que c'est une cabine de première classe avec une immense salle de bains et une douche n'entrait pas dans l'équation.
spokentexts_a16_kabine_frau_badezimmer_ex_2_st_1;Dès que j'aurais échangée les bijoux, je m'offre une douche chaude et ensuite nous verrons comment la soirée se passera.
spokentexts_a16_kabine_frau_badezimmer_ex_3_st_1;Je rêve d'une douche chaude. Ramper dans les conduits de ventilation est un boulot salissant.
spokentexts_a16_kabine_frau_badezimmer_ex_3_st_2;Mais les affaires avant le plaisir.
spokentexts_a16_kabine_frau_badezimmer_talk_mit_1_st_1_direction;loud
spokentexts_a16_kabine_frau_badezimmer_talk_mit_1_st_1;Adil ?
spokentexts_a16_kabine_frau_badezimmer_talk_mit_1_st_2_direction;from the shower
spokentexts_a16_kabine_frau_badezimmer_talk_mit_1_st_2;Oui ?
sequences_a16_kabine_frau_badezimmer_talk_mit_1#3;[The shower is turned off, the sound of water stops.]
sequences_a16_kabine_frau_badezimmer_talk_mit_1#4;[The Arabian's head appears in the semi-open doorway.]
spokentexts_a16_kabine_frau_badezimmer_talk_mit_2_st_1;Je vais pas déranger le roi des longues douches. Je ne sais pas quoi lui demander de toute façon.
texts_a16_kabine_frau_bett_mo_ex_1__2;Regarder Adil
spokentexts_a16_kabine_frau_bett_ex_1_st_1;Ça s'est passé très vite entre nous. C'était magique quand nous nous sommes rencontrés.
sequences_a16_kabine_frau_bett_ex_1#2;[The woman hunches her shoulders.]
spokentexts_a16_kabine_frau_bett_ex_1_st_2;Qui se ressemble s'assemble.
spokentexts_a16_kabine_frau_bett_ex_1_st_3;Et il peut être vraiment charmant !
spokentexts_a16_kabine_frau_bett_ex_1_st_4_direction;snoring
